,Product,Product Page,Product Title,Product subtitle,Developer,Rating,Ranking,Availability,Size,Lang,Version,Category
69,رواية كوكب الجريمة مجاني,https://itunes.apple.com/sa/app/%D8%B1%D9%88%D8%A7%D9%8A%D8%A9-%D9%83%D9%88%D9%83%D8%A8-%D8%A7%D9%84%D8%AC%D8%B1%D9%8A%D9%85%D8%A9-%D9%85%D8%AC%D8%A7%D9%86%D9%8A/id388877967?mt=8,"رواية كوكب الجريمة مجاني
          4+",NA,a.d.h media ltd,4,"4.0, 53 Ratings",Free,536.3 KB,English,Version 1.2,Books
70,The Wizard Of Oz Storybook,https://itunes.apple.com/sa/app/the-wizard-of-oz-storybook/id495546468?mt=8,"The Wizard Of Oz Storybook
          4+",Interactive Story & Activities,TabTale LTD,NA,Free,Free,105.7 MB,English,Version 2.6,Books
71,Pinocchio Adventures,https://itunes.apple.com/sa/app/pinocchio-adventures/id519539794?mt=8,"Pinocchio Adventures
          4+",An Interactive Storybook,TabTale LTD,5,"5.0, 4 Ratings",Free,101.9 MB,English,Version 2.4,Books
72,Manga Bird - Best manga reader,https://itunes.apple.com/sa/app/manga-bird-best-manga-reader/id834760417?mt=8,"Manga Bird - Best manga reader
          17+",NA,KManga Works,4.6,#34 in Books,Free,34.3 MB,"English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Polish, Russian, Simplified Chinese, Spanish, Traditional Chinese",Version 1.311,Books
73,Audiobooks,https://itunes.apple.com/sa/app/audiobooks/id311507490?mt=8,"Audiobooks
          12+",Free Classic Audiobooks,"Cross Forward Consulting, LLC",4.6,#92 in Books,Free,78.3 MB,English,Version 7.3,Books
74,المستورق,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%88%D8%B1%D9%82/id1148421383?mt=8,"المستورق
          4+",NA,almuzun alhardan,3.2,#141 in Books,Free,40.9 MB,English,Version 1.11,Books
75,Storytel: Audiobooks & E-books,https://itunes.apple.com/sa/app/storytel-audiobooks-e-books/id348177651?mt=8,"Storytel: Audiobooks & E-books
          12+",Tens of thousands of books,Storytel AB,3.9,#16 in Books,Free,35 MB,"English, Arabic, Bulgarian, Danish, Dutch, Finnish, Icelandic, Italian, Norwegian Bokmål, Polish, Russian, Spanish, Swedish, Turkish",Version 4.11.2,Books
76,Goldilocks & the 3 Bears Book,https://itunes.apple.com/sa/app/goldilocks-the-3-bears-book/id498833002?mt=8,"Goldilocks & the 3 Bears Book
          4+",Learn about shapes and colors,TabTale LTD,3,"3.0, 1 Rating",Free,115.3 MB,English,Version 2.6,Books
77,Bookccino بوكتشينو,https://itunes.apple.com/sa/app/bookccino-%D8%A8%D9%88%D9%83%D8%AA%D8%B4%D9%8A%D9%86%D9%88/id1408143376?mt=8,"Bookccino بوكتشينو
          4+",متجر لبيع الكتب,Naif Al-Zuraiq,5,#19 in Books,Free,40.8 MB,Arabic,Version 1.7.2,Books
78,حصن المسلم الجديد,https://itunes.apple.com/sa/app/%D8%AD%D8%B5%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF/id964833363?mt=8,"حصن المسلم الجديد
          4+",NA,Ayman Salah,3.4,#60 in Books,Free,31.4 MB,English,Version 2.0.1,Books
79,سيبويه,https://itunes.apple.com/sa/app/%D8%B3%D9%8A%D8%A8%D9%88%D9%8A%D9%87/id480911393?mt=8,"سيبويه
          12+",NA,"Quad Dimensions Tech., LLC.",3.7,"3.7, 3 Ratings",Free,78.8 MB,English,Version 3.0.3,Books
80,١٥٠ طريقة لبر أمك,https://itunes.apple.com/sa/app/%D9%A1%D9%A5%D9%A0-%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D9%84%D8%A8%D8%B1-%D8%A3%D9%85%D9%83/id491609064?mt=8,"١٥٠ طريقة لبر أمك
          4+",NA,Mohamed Mohamed,4.4,"4.4, 7 Ratings",Free,6.7 MB,English,Version 1.1.0,Books
81,قصص الأطفال,https://itunes.apple.com/sa/app/%D9%82%D8%B5%D8%B5-%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84/id475204078?mt=8,"قصص الأطفال
          4+",NA,Kalamanteena Letechniat Al-Ma'Loumat LTD. CO.,4,"4.0, 2 Ratings",Free,13.8 MB,English,Version 4.3,Books
82,عبر الزمن ١- دماء الأميرة مجاني,https://itunes.apple.com/sa/app/%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%B2%D9%85%D9%86-%D9%A1-%D8%AF%D9%85%D8%A7%D8%A1-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1%D8%A9-%D9%85%D8%AC%D8%A7%D9%86%D9%8A/id404183702?mt=8,"عبر الزمن ١- دماء الأميرة مجاني
          12+",NA,The Dark Dimension,3.7,"3.7, 38 Ratings",Free,1.6 MB,English,Version 1.4,Books
83,تفسير الاحلام ابن سيرين,https://itunes.apple.com/sa/app/%D8%AA%D9%81%D8%B3%D9%8A%D8%B1-%D8%A7%D9%84%D8%A7%D8%AD%D9%84%D8%A7%D9%85-%D8%A7%D8%A8%D9%86-%D8%B3%D9%8A%D8%B1%D9%8A%D9%86/id765344348?mt=8,"تفسير الاحلام ابن سيرين
          4+",تفسير الأحلام الشامل,Haytham qassem,4.1,#72 in Books,Free,40.6 MB,English,Version 1.1,Books
84,الرقية الشرعية - شفاء المؤمن,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D8%B1%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D8%B9%D9%8A%D8%A9-%D8%B4%D9%81%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D8%A4%D9%85%D9%86/id532994532?mt=8,"الرقية الشرعية - شفاء المؤمن
          4+",من الكتاب والسنة,Smarts ElWady,3.8,#116 in Books,Free,21.6 MB,English,Version 3.5.2,Books
85,PlayKids Stories,https://itunes.apple.com/sa/app/playkids-stories/id1049178312?mt=8,"PlayKids Stories
          4+",NA,PlayKids Inc,2.8,"2.8, 5 Ratings",Free,188.2 MB,"English, Chinese, French, German, Portuguese, Spanish",Version 3.0.4,Books
86,عبر الزمن ٢-حكايات بيتر بيشوب- المجاني,https://itunes.apple.com/sa/app/%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%B2%D9%85%D9%86-%D9%A2-%D8%AD%D9%83%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A8%D9%8A%D8%AA%D8%B1-%D8%A8%D9%8A%D8%B4%D9%88%D8%A8-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%86%D9%8A/id404202738?mt=8,"عبر الزمن ٢-حكايات بيتر بيشوب- المجاني
          12+",NA,The Dark Dimension,3.5,"3.5, 67 Ratings",Free,1.8 MB,English,Version 1.2,Books
87,القران الكريم كاملاً - Quran reader audio live hd,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85-%D9%83%D8%A7%D9%85%D9%84%D8%A7-quran-reader-audio-live-hd/id824478471?mt=8,"القران الكريم كاملاً - Quran reader audio live hd
          4+",NA,Moohamad Hinbarji,4.5,#140 in Books,Free,23.8 MB,English,Version 1.4,Books
88,أناشيد الأشبال المجاني,https://itunes.apple.com/sa/app/%D8%A3%D9%86%D8%A7%D8%B4%D9%8A%D8%AF-%D8%A7%D9%84%D8%A3%D8%B4%D8%A8%D8%A7%D9%84-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%86%D9%8A/id488575578?mt=8,"أناشيد الأشبال المجاني
          4+",NA,mobily.ws,4.3,"4.3, 32 Ratings",Free,44.8 MB,English,NA,Books
89,القط صاحب الجزمة,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D9%82%D8%B7-%D8%B5%D8%A7%D8%AD%D8%A8-%D8%A7%D9%84%D8%AC%D8%B2%D9%85%D8%A9/id491657313?mt=8,"القط صاحب الجزمة
          4+",NA,Ilmasoft,3,"3.0, 3 Ratings",Free,56.4 MB,English,Version 2.2,Books
90,كتاب الرحيق المختوم,https://itunes.apple.com/sa/app/%D9%83%D8%AA%D8%A7%D8%A8-%D8%A7%D9%84%D8%B1%D8%AD%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%88%D9%85/id572407392?mt=8,"كتاب الرحيق المختوم
          4+",NA,HOSSAMELDIN SALEM,4.9,#125 in Books,Free,30.1 MB,"English, Arabic",Version 3.0.2,Books
91,الدعاء من الكتاب والسنـة,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D8%AF%D8%B9%D8%A7%D8%A1-%D9%85%D9%86-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D8%A8-%D9%88%D8%A7%D9%84%D8%B3%D9%86%D9%80%D8%A9/id450306016?mt=8,"الدعاء من الكتاب والسنـة
          4+",NA,FAHD ALRSHEDI,4.9,#160 in Books,Free,20.2 MB,English,Version 3.0.1,Books
92,Anees Books - مكتبة أنيس,https://itunes.apple.com/sa/app/anees-books-%D9%85%D9%83%D8%AA%D8%A8%D8%A9-%D8%A3%D9%86%D9%8A%D8%B3/id808183456?mt=8,"Anees Books - مكتبة أنيس
          4+",NA,Fekr Information Technology Services,4.7,"4.7, 130 Ratings",Free,46.6 MB,"English, Arabic",Version 2.72,Books
93,ektab - اي كتاب,https://itunes.apple.com/sa/app/ektab-%D8%A7%D9%8A-%D9%83%D8%AA%D8%A7%D8%A8/id866974852?mt=8,"ektab - اي كتاب
          4+",NA,eKtab Reader,3.2,#96 in Books,Free,18.2 MB,"English, Arabic",Version 1.4,Books
94,The Princess & the Frog,https://itunes.apple.com/sa/app/the-princess-the-frog/id500650876?mt=8,"The Princess & the Frog
          4+",Interactive Kids Story Book,TabTale LTD,NA,Free,Free,97.3 MB,English,Version 2.4,Books
95,قصص عالمية,https://itunes.apple.com/sa/app/%D9%82%D8%B5%D8%B5-%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9/id564794320?mt=8,"قصص عالمية
          17+",NA,Mohammed Mohaisen,3,"3.0, 2 Ratings",Free,30.2 MB,English,Version 1.4,Books
96,قصص غريبة لايت,https://itunes.apple.com/sa/app/%D9%82%D8%B5%D8%B5-%D8%BA%D8%B1%D9%8A%D8%A8%D8%A9-%D9%84%D8%A7%D9%8A%D8%AA/id475768220?mt=8,"قصص غريبة لايت
          4+",NA,Kalamanteena Letechniat Al-Ma'Loumat LTD. CO.,3.8,"3.8, 31 Ratings",Free,7.6 MB,"English, German",Version 1.2,Books
97,قصة جرة الذهب,https://itunes.apple.com/sa/app/%D9%82%D8%B5%D8%A9-%D8%AC%D8%B1%D8%A9-%D8%A7%D9%84%D8%B0%D9%87%D8%A8/id912855803?mt=8,"قصة جرة الذهب
          4+",NA,Kids App,4.3,"4.3, 20 Ratings",Free,44.1 MB,English,Version 3,Books
98,نكت اون لاين,https://itunes.apple.com/sa/app/%D9%86%D9%83%D8%AA-%D8%A7%D9%88%D9%86-%D9%84%D8%A7%D9%8A%D9%86/id528526228?mt=8,"نكت اون لاين
          17+",NA,Kalamanteena Letechniat Al-Ma'Loumat LTD. CO.,1,"1.0, 1 Rating",Free,30.6 MB,English,Version 1.4,Books
99,Kobo Books,https://itunes.apple.com/sa/app/kobo-books/id301259483?mt=8,"Kobo Books
          12+",eBooks & Audiobooks,Kobo Inc.,4.5,#168 in Books,Free,226.6 MB,"English, Dutch, French, German, Italian, Japanese, Portuguese, Spanish, Traditional Chinese, Turkish",Version 9.12.2,Books
100,Ebook Reader,https://itunes.apple.com/sa/app/ebook-reader/id381260755?mt=8,"Ebook Reader
          12+",NA,Ebooks.com Limited,4.1,#139 in Books,Free,111.7 MB,English,Version 4.0.8,Books
101,Awrad - أوراد,https://itunes.apple.com/sa/app/awrad-%D8%A3%D9%88%D8%B1%D8%A7%D8%AF/id458544588?mt=8,"Awrad - أوراد
          4+",أوراد أهل السنة والجماعة,Aljaded,4.5,#110 in Books,Free,268 MB,,Version 3.0,Books
102,تفسير الاحلام القاموس Dreams Dictionary,https://itunes.apple.com/sa/app/%D8%AA%D9%81%D8%B3%D9%8A%D8%B1-%D8%A7%D9%84%D8%A7%D8%AD%D9%84%D8%A7%D9%85-%D8%A7%D9%84%D9%82%D8%A7%D9%85%D9%88%D8%B3-dreams-dictionary/id506337788?mt=8,"تفسير الاحلام القاموس Dreams Dictionary
          4+",NA,HOSSAMELDIN SALEM,2.2,"2.2, 14 Ratings",Free,29.1 MB,"English, Arabic",Version 2.0.0,Books
103,قصص من التراث,https://itunes.apple.com/sa/app/%D9%82%D8%B5%D8%B5-%D9%85%D9%86-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%AB/id569018376?mt=8,"قصص من التراث
          4+",NA,Mohammed Mohaisen,3,"3.0, 2 Ratings",Free,50.2 MB,"English, Basque, Dutch, French, German, Japanese, Korean, Simplified Chinese, Vietnamese",Version 1.3,Books
104,حصن المسلم اذكار الصباح و المساء,https://itunes.apple.com/sa/app/%D8%AD%D8%B5%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%85-%D8%A7%D8%B0%D9%83%D8%A7%D8%B1-%D8%A7%D9%84%D8%B5%D8%A8%D8%A7%D8%AD-%D9%88-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%A1/id991587799?mt=8,"حصن المسلم اذكار الصباح و المساء
          4+",NA,Hassan Echafai,4.5,#61 in Books,Free,9 MB,English,NA,Books
105,معرض الرياض للكتاب,https://itunes.apple.com/sa/app/%D9%85%D8%B9%D8%B1%D8%B6-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%84%D9%84%D9%83%D8%AA%D8%A7%D8%A8/id606219590?mt=8,"معرض الرياض للكتاب
          4+",NA,Ministry of Culture and Information - Saudi Arabia,2.6,"2.6, 8 Ratings",Free,34.5 MB,English,Version 4.1.0,Books
106,نكت محشيشين,https://itunes.apple.com/sa/app/%D9%86%D9%83%D8%AA-%D9%85%D8%AD%D8%B4%D9%8A%D8%B4%D9%8A%D9%86/id486217430?mt=8,"نكت محشيشين
          17+",NA,Kalamanteena Letechniat Al-Ma'Loumat LTD. CO.,4,#177 in Books,Free,14.4 MB,English,Version 1.5,Books
107,GMANGA,https://itunes.apple.com/sa/app/gmanga/id1207720887?mt=8,"GMANGA
          12+",NA,Farhan Hurmoodi,3,#38 in Books,Free,56.3 MB,English,Version 2.0.0,Books
108,Audiobooks.com: Audio Books,https://itunes.apple.com/sa/app/audiobooks-com-audio-books/id521227008?mt=8,"Audiobooks.com: Audio Books
          4+",Listen to top novels & stories,RB Audiobooks USA LLC,4.7,#65 in Books,Free,55.9 MB,English,Version 6.8.2,Books
109,200+ اذان باجمل الاصوات,https://itunes.apple.com/sa/app/200-%D8%A7%D8%B0%D8%A7%D9%86-%D8%A8%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D8%B5%D9%88%D8%A7%D8%AA/id1127541524?mt=8,"200+ اذان باجمل الاصوات
          4+",الاذان باروع و اخشع الاصوات,Hassen Smaoui,4.4,#58 in Books,Free,7.7 MB,English,Version 18.4.3,Books
110,Little Red Riding Hood Toybook,https://itunes.apple.com/sa/app/little-red-riding-hood-toybook/id627391132?mt=8,"Little Red Riding Hood Toybook
          4+",Free Interactive Story & Game,TabTale LTD,NA,Free,Free,110.7 MB,English,Version 1.6,Books
111,حلول المناهج الدراسية السعودية,https://itunes.apple.com/sa/app/%D8%AD%D9%84%D9%88%D9%84-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%87%D8%AC-%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9/id1425444701?mt=8,"حلول المناهج الدراسية السعودية
          4+",حلول المناهج الدراسيه السعودية,Mohammed Saleh Sablal,3.1,#36 in Books,Free,36.6 MB,English,Version 1.2,Books
112,كتاب تفسير الاحلام للنابلسي,https://itunes.apple.com/sa/app/%D9%83%D8%AA%D8%A7%D8%A8-%D8%AA%D9%81%D8%B3%D9%8A%D8%B1-%D8%A7%D9%84%D8%A7%D8%AD%D9%84%D8%A7%D9%85-%D9%84%D9%84%D9%86%D8%A7%D8%A8%D9%84%D8%B3%D9%8A/id597933022?mt=8,"كتاب تفسير الاحلام للنابلسي
          4+",NA,Mohammad Daoud,NA,#145 in Books,Free,53.1 MB,English,Version 2.5,Books
113,التمارين الرياضية,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D8%AA%D9%85%D8%A7%D8%B1%D9%8A%D9%86-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A9/id1239813565?mt=8,"التمارين الرياضية
          4+",NA,Issam Souabni,3.3,#26 in Books,Free,26.1 MB,English,NA,Books
114,قصص قصيرة,https://itunes.apple.com/sa/app/%D9%82%D8%B5%D8%B5-%D9%82%D8%B5%D9%8A%D8%B1%D8%A9/id568719373?mt=8,"قصص قصيرة
          4+",NA,Mohammed Mohaisen,1.5,"1.5, 2 Ratings",Free,13.9 MB,English,Version 1.3,Books
115,عبر الزمن ٢-الذي عاد- مجاني,https://itunes.apple.com/sa/app/%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%B2%D9%85%D9%86-%D9%A2-%D8%A7%D9%84%D8%B0%D9%8A-%D8%B9%D8%A7%D8%AF-%D9%85%D8%AC%D8%A7%D9%86%D9%8A/id404209396?mt=8,"عبر الزمن ٢-الذي عاد- مجاني
          12+",NA,The Dark Dimension,3.7,"3.7, 25 Ratings",Free,2.2 MB,English,Version 1.2,Books
116,Kindle,https://itunes.apple.com/sa/app/kindle/id302584613?mt=8,"Kindle
          4+",Read eBooks & Magazines,AMZN Mobile LLC,4.7,#44 in Books,Free,131.6 MB,"English, Dutch, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish",Version 6.17,Books
117,القرآن الكريم والتفسير الصوتي,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85-%D9%88%D8%A7%D9%84%D8%AA%D9%81%D8%B3%D9%8A%D8%B1-%D8%A7%D9%84%D8%B5%D9%88%D8%AA%D9%8A/id917728575?mt=8,"القرآن الكريم والتفسير الصوتي
          4+",NA,Tahbeer Media Production,4.7,"4.7, 30 Ratings",Free,92.5 MB,English,Version 3.1.6,Books
118,مصحف المدينة Mushaf Al Madinah HD for iPhone,https://itunes.apple.com/sa/app/%D9%85%D8%B5%D8%AD%D9%81-%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9-mushaf-al-madinah-hd-for-iphone/id550871967?mt=8,"مصحف المدينة Mushaf Al Madinah HD for iPhone
          4+",NA,SHL Info Systems,4.8,"4.8, 88 Ratings",Free,182.8 MB,English,Version 3.9.9,Books
119,جدران رقيقة - قصة قصيرة,https://itunes.apple.com/sa/app/%D8%AC%D8%AF%D8%B1%D8%A7%D9%86-%D8%B1%D9%82%D9%8A%D9%82%D8%A9-%D9%82%D8%B5%D8%A9-%D9%82%D8%B5%D9%8A%D8%B1%D8%A9/id411456870?mt=8,"جدران رقيقة - قصة قصيرة
          4+",NA,Mohammed Almohsin,4.1,"4.1, 27 Ratings",Free,6.9 MB,English,Version 1.1,Books
120,My First Book of Urdu HD,https://itunes.apple.com/sa/app/my-first-book-of-urdu-hd/id454674305?mt=8,"My First Book of Urdu HD
          4+",NA,Ilmasoft,2.3,"2.3, 3 Ratings",Free,73.2 MB,English,Version 3.5.1,Books
121,What a beatiful Day,https://itunes.apple.com/sa/app/what-a-beatiful-day/id473549635?mt=8,"What a beatiful Day
          17+",NA,Crazy Carrot,2.7,"2.7, 3 Ratings",Free,21.8 MB,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese",Version 1.2,Books
122,ترجمة كتاب نخبة الأطباق,https://itunes.apple.com/sa/app/%D8%AA%D8%B1%D8%AC%D9%85%D8%A9-%D9%83%D8%AA%D8%A7%D8%A8-%D9%86%D8%AE%D8%A8%D8%A9-%D8%A7%D9%84%D8%A3%D8%B7%D8%A8%D8%A7%D9%82/id1136244956?mt=8,"ترجمة كتاب نخبة الأطباق
          4+",NA,amal Y,2.8,#85 in Books,Free,12.8 MB,Arabic,Version 1.4.1,Books
123,مركز ديبونو لتعليم التفكير,https://itunes.apple.com/sa/app/%D9%85%D8%B1%D9%83%D8%B2-%D8%AF%D9%8A%D8%A8%D9%88%D9%86%D9%88-%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A7%D9%84%D8%AA%D9%81%D9%83%D9%8A%D8%B1/id459250674?mt=8,"مركز ديبونو لتعليم التفكير
          4+",NA,New Thinkers,5,"5.0, 2 Ratings",Free,27.2 MB,"English, Arabic",Version 3.0,Books
124,نكت للكبار فقط - Free,https://itunes.apple.com/sa/app/%D9%86%D9%83%D8%AA-%D9%84%D9%84%D9%83%D8%A8%D8%A7%D8%B1-%D9%81%D9%82%D8%B7-free/id576153393?mt=8,"نكت للكبار فقط - Free
          17+",NA,Waleed Abu Manneh,3.3,"3.3, 21 Ratings",Free,4.3 MB,English,Version 1.4,Books
125,DrMSI تفسير الأحلام الشامل,https://itunes.apple.com/sa/app/drmsi-%D8%AA%D9%81%D8%B3%D9%8A%D8%B1-%D8%A7%D9%84%D8%A3%D8%AD%D9%84%D8%A7%D9%85-%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%84/id911751579?mt=8,"DrMSI تفسير الأحلام الشامل
          9+",فسر حلمك بدون انترنت وبحث مفصل,Mohammad Ibreighith,5,"5.0, 1 Rating",Free,42.3 MB,English,Version 1.0.7,Books
126,SnowWhite and the 7 Dwarfs - Cards Match Game - Jigsaw Puzzle - Book (Lite),https://itunes.apple.com/sa/app/snowwhite-7-dwarfs-cards-match-game-jigsaw-puzzle-book/id488443566?mt=8,"SnowWhite and the 7 Dwarfs - Cards Match Game - Jigsaw Puzzle - Book (Lite)
          4+",NA,Tri-Software,3.5,"3.5, 12 Ratings",Free,17.1 MB,"English, French, German, Italian, Russian, Spanish",Version 1.3,Books
127,جامع الدعاء,https://itunes.apple.com/sa/app/%D8%AC%D8%A7%D9%85%D8%B9-%D8%A7%D9%84%D8%AF%D8%B9%D8%A7%D8%A1/id554245425?mt=8,"جامع الدعاء
          17+",NA,Mohammed Mohaisen,5,"5.0, 2 Ratings",Free,14.3 MB,English,Version 1.8,Books
128,الأسماء الحسنى,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D8%A3%D8%B3%D9%85%D8%A7%D8%A1-%D8%A7%D9%84%D8%AD%D8%B3%D9%86%D9%89/id515835923?mt=8,"الأسماء الحسنى
          4+",NA,Islam Light,4.7,"4.7, 18 Ratings",Free,4.7 MB,"English, German",Version 1.1,Books
129,القران الكريم بدون انترنت,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85-%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA/id1086355125?mt=8,"القران الكريم بدون انترنت
          4+",NA,Ali al-yaseen,5,#157 in Books,Free,85.4 MB,English,Version 2.1,Books
130,الباحث القرآني - استمع للقرآن الكريم,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D8%A8%D8%A7%D8%AD%D8%AB-%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86%D9%8A-%D8%A7%D8%B3%D8%AA%D9%85%D8%B9-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85/id1049279018?mt=8,"الباحث القرآني - استمع للقرآن الكريم
          4+",NA,Golwan,2.9,"2.9, 20 Ratings",Free,82.8 MB,English,Version 2.2,Books
131,Alice in Wonderland Book,https://itunes.apple.com/sa/app/alice-in-wonderland-book/id492472346?mt=8,"Alice in Wonderland Book
          4+",An Interactive Storybook,TabTale LTD,NA,Free,Free,95.1 MB,English,Version 2.6,Books
132,HOOKED,https://itunes.apple.com/sa/app/hooked/id1024818709?mt=8,"HOOKED
          12+",addictive videos and stories,"Telepathic, Inc.",4.4,#71 in Books,Free,76.6 MB,"English, French, German, Italian, Japanese, Korean, Portuguese, Spanish",Version 3.17.2,Books
133,نكت المتزوجين,https://itunes.apple.com/sa/app/%D9%86%D9%83%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%B2%D9%88%D8%AC%D9%8A%D9%86/id563297298?mt=8,"نكت المتزوجين
          17+",NA,Mohammed Mohaisen,1,"1.0, 1 Rating",Free,14.5 MB,English,Version 1.5,Books
134,Story Time Interactive reading,https://itunes.apple.com/sa/app/story-time-interactive-reading/id410788584?mt=8,"Story Time Interactive reading
          4+",NA,Mariya Bohari,3.3,"3.3, 3 Ratings",Free,38.8 MB,English,Version 4.0,Books
135,تطوير الذات و الثقة بالنفس,https://itunes.apple.com/sa/app/%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A7%D9%84%D8%B0%D8%A7%D8%AA-%D9%88-%D8%A7%D9%84%D8%AB%D9%82%D8%A9-%D8%A8%D8%A7%D9%84%D9%86%D9%81%D8%B3/id1244122414?mt=8,"تطوير الذات و الثقة بالنفس
          4+",NA,younes ahmed,2.5,#54 in Books,Free,9.5 MB,English,Version 1.0.1,Books
136,Sleeping Beauty Game Book,https://itunes.apple.com/sa/app/sleeping-beauty-game-book/id630564159?mt=8,"Sleeping Beauty Game Book
          4+",The Classic Fairy Tale Book,TabTale LTD,3,"3.0, 2 Ratings",Free,96.3 MB,English,Version 2.4,Books
137,eBook Search - Books Library,https://itunes.apple.com/sa/app/ebook-search-books-library/id416454511?mt=8,"eBook Search - Books Library
          12+",Find free book & iBook online,"Inkstone Software, Inc.",4.5,"4.5, 35 Ratings",Free,43.2 MB,"English, Danish, Dutch, Finnish, French, German, Greek, Italian, Japanese, Korean, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Version 3.10,Books
